mesec,obcina,drzava,meritev,vrednost
2020M04,Maribor,2.47 Koreja (Republika),Prihodi turistov,
2020M04,Maribor,2.47 Koreja (Republika),Prenočitve turistov,
2020M04,Maribor,2.48 Druge azijske države,Prihodi turistov,0
2020M04,Maribor,2.48 Druge azijske države,Prenočitve turistov,90
2020M04,Maribor,2.49 Brazilija,Prihodi turistov,0
2020M04,Maribor,2.49 Brazilija,Prenočitve turistov,33
2020M04,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,0
2020M04,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,30
2020M04,Maribor,2.51 Kanada,Prihodi turistov,
2020M04,Maribor,2.51 Kanada,Prenočitve turistov,
2020M04,Maribor,2.52 Združene države (ZDA),Prihodi turistov,
2020M04,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,
2020M04,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2020M04,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2020M05,Maribor,0 Država - SKUPAJ,Prihodi turistov,595
2020M05,Maribor,0 Država - SKUPAJ,Prenočitve turistov,4775
2020M05,Maribor,1 DOMAČI,Prihodi turistov,260
2020M05,Maribor,1 DOMAČI,Prenočitve turistov,441
2020M05,Maribor,2 TUJI,Prihodi turistov,335
2020M05,Maribor,2 TUJI,Prenočitve turistov,4334
2020M05,Maribor,2.1 Avstrija,Prihodi turistov,9
2020M05,Maribor,2.1 Avstrija,Prenočitve turistov,16
2020M05,Maribor,2.2 Belgija,Prihodi turistov,
2020M05,Maribor,2.2 Belgija,Prenočitve turistov,
2020M05,Maribor,2.3 Bolgarija,Prihodi turistov,1
2020M05,Maribor,2.3 Bolgarija,Prenočitve turistov,91
2020M05,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,59
2020M05,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,206
2020M05,Maribor,2.5 Ciper,Prihodi turistov,
2020M05,Maribor,2.5 Ciper,Prenočitve turistov,
2020M05,Maribor,2.6 Češka republika,Prihodi turistov,12
2020M05,Maribor,2.6 Češka republika,Prenočitve turistov,355
2020M05,Maribor,2.7 Črna gora,Prihodi turistov,1
2020M05,Maribor,2.7 Črna gora,Prenočitve turistov,95
2020M05,Maribor,2.8 Danska,Prihodi turistov,
2020M05,Maribor,2.8 Danska,Prenočitve turistov,
2020M05,Maribor,2.9 Estonija,Prihodi turistov,
2020M05,Maribor,2.9 Estonija,Prenočitve turistov,
2020M05,Maribor,2.10 Finska,Prihodi turistov,0
2020M05,Maribor,2.10 Finska,Prenočitve turistov,37
2020M05,Maribor,2.11 Francija,Prihodi turistov,5
2020M05,Maribor,2.11 Francija,Prenočitve turistov,188
2020M05,Maribor,2.12 Grčija,Prihodi turistov,0
2020M05,Maribor,2.12 Grčija,Prenočitve turistov,31
2020M05,Maribor,2.13 Hrvaška,Prihodi turistov,54
2020M05,Maribor,2.13 Hrvaška,Prenočitve turistov,281
2020M05,Maribor,2.14 Irska,Prihodi turistov,
2020M05,Maribor,2.14 Irska,Prenočitve turistov,
2020M05,Maribor,2.15 Islandija,Prihodi turistov,
2020M05,Maribor,2.15 Islandija,Prenočitve turistov,
2020M05,Maribor,2.16 Italija,Prihodi turistov,7
2020M05,Maribor,2.16 Italija,Prenočitve turistov,44
2020M05,Maribor,2.17 Latvija,Prihodi turistov,
2020M05,Maribor,2.17 Latvija,Prenočitve turistov,
2020M05,Maribor,2.18 Litva,Prihodi turistov,
2020M05,Maribor,2.18 Litva,Prenočitve turistov,
2020M05,Maribor,2.19 Luksemburg,Prihodi turistov,1
2020M05,Maribor,2.19 Luksemburg,Prenočitve turistov,1
2020M05,Maribor,2.20 Madžarska,Prihodi turistov,11
2020M05,Maribor,2.20 Madžarska,Prenočitve turistov,79
2020M05,Maribor,2.21 Makedonija,Prihodi turistov,2
2020M05,Maribor,2.21 Makedonija,Prenočitve turistov,161
2020M05,Maribor,2.22 Malta,Prihodi turistov,
2020M05,Maribor,2.22 Malta,Prenočitve turistov,
2020M05,Maribor,2.23 Nemčija,Prihodi turistov,46
2020M05,Maribor,2.23 Nemčija,Prenočitve turistov,142
2020M05,Maribor,2.24 Nizozemska,Prihodi turistov,
2020M05,Maribor,2.24 Nizozemska,Prenočitve turistov,
2020M05,Maribor,2.25 Norveška,Prihodi turistov,1
2020M05,Maribor,2.25 Norveška,Prenočitve turistov,1
2020M05,Maribor,2.26 Poljska,Prihodi turistov,5
2020M05,Maribor,2.26 Poljska,Prenočitve turistov,254
2020M05,Maribor,2.27 Portugalska,Prihodi turistov,0
2020M05,Maribor,2.27 Portugalska,Prenočitve turistov,145
2020M05,Maribor,2.28 Romunija,Prihodi turistov,43
2020M05,Maribor,2.28 Romunija,Prenočitve turistov,163
2020M05,Maribor,2.29 Ruska federacija,Prihodi turistov,3
2020M05,Maribor,2.29 Ruska federacija,Prenočitve turistov,35
2020M05,Maribor,2.30 Slovaška,Prihodi turistov,4
2020M05,Maribor,2.30 Slovaška,Prenočitve turistov,229
2020M05,Maribor,2.31 Srbija,Prihodi turistov,43
2020M05,Maribor,2.31 Srbija,Prenočitve turistov,83
2020M05,Maribor,2.32 Španija,Prihodi turistov,0
2020M05,Maribor,2.32 Španija,Prenočitve turistov,217
2020M05,Maribor,2.33 Švedska,Prihodi turistov,1
2020M05,Maribor,2.33 Švedska,Prenočitve turistov,5
2020M05,Maribor,2.34 Švica,Prihodi turistov,1
2020M05,Maribor,2.34 Švica,Prenočitve turistov,2
2020M05,Maribor,2.35 Turčija,Prihodi turistov,0
2020M05,Maribor,2.35 Turčija,Prenočitve turistov,744
2020M05,Maribor,2.36 Ukrajina,Prihodi turistov,2
2020M05,Maribor,2.36 Ukrajina,Prenočitve turistov,64
2020M05,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,0
2020M05,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,17
2020M05,Maribor,2.38 Druge evropske države,Prihodi turistov,13
2020M05,Maribor,2.38 Druge evropske države,Prenočitve turistov,258
2020M05,Maribor,2.39 Južna Afrika,Prihodi turistov,
2020M05,Maribor,2.39 Južna Afrika,Prenočitve turistov,
2020M05,Maribor,2.40 Druge afriške države,Prihodi turistov,1
2020M05,Maribor,2.40 Druge afriške države,Prenočitve turistov,218
2020M05,Maribor,2.41 Avstralija,Prihodi turistov,
2020M05,Maribor,2.41 Avstralija,Prenočitve turistov,
2020M05,Maribor,2.42 Nova Zelandija,Prihodi turistov,
2020M05,Maribor,2.42 Nova Zelandija,Prenočitve turistov,
2020M05,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2020M05,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2020M05,Maribor,2.44 Izrael,Prihodi turistov,
2020M05,Maribor,2.44 Izrael,Prenočitve turistov,
2020M05,Maribor,2.45 Japonska,Prihodi turistov,
2020M05,Maribor,2.45 Japonska,Prenočitve turistov,
2020M05,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,4
2020M05,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,23
2020M05,Maribor,2.47 Koreja (Republika),Prihodi turistov,
2020M05,Maribor,2.47 Koreja (Republika),Prenočitve turistov,
2020M05,Maribor,2.48 Druge azijske države,Prihodi turistov,0
2020M05,Maribor,2.48 Druge azijske države,Prenočitve turistov,71
2020M05,Maribor,2.49 Brazilija,Prihodi turistov,0
2020M05,Maribor,2.49 Brazilija,Prenočitve turistov,31
2020M05,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,4
2020M05,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,37
2020M05,Maribor,2.51 Kanada,Prihodi turistov,
2020M05,Maribor,2.51 Kanada,Prenočitve turistov,
2020M05,Maribor,2.52 Združene države (ZDA),Prihodi turistov,2
2020M05,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,10
2020M05,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2020M05,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2020M06,Maribor,0 Država - SKUPAJ,Prihodi turistov,5474
2020M06,Maribor,0 Država - SKUPAJ,Prenočitve turistov,12021
2020M06,Maribor,1 DOMAČI,Prihodi turistov,1508
2020M06,Maribor,1 DOMAČI,Prenočitve turistov,2780
2020M06,Maribor,2 TUJI,Prihodi turistov,3966
2020M06,Maribor,2 TUJI,Prenočitve turistov,9241
2020M06,Maribor,2.1 Avstrija,Prihodi turistov,513
2020M06,Maribor,2.1 Avstrija,Prenočitve turistov,672
2020M06,Maribor,2.2 Belgija,Prihodi turistov,37
2020M06,Maribor,2.2 Belgija,Prenočitve turistov,45
2020M06,Maribor,2.3 Bolgarija,Prihodi turistov,43
2020M06,Maribor,2.3 Bolgarija,Prenočitve turistov,132
2020M06,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,257
2020M06,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,589
2020M06,Maribor,2.5 Ciper,Prihodi turistov,
2020M06,Maribor,2.5 Ciper,Prenočitve turistov,
2020M06,Maribor,2.6 Češka republika,Prihodi turistov,455
2020M06,Maribor,2.6 Češka republika,Prenočitve turistov,815
2020M06,Maribor,2.7 Črna gora,Prihodi turistov,19
2020M06,Maribor,2.7 Črna gora,Prenočitve turistov,96
2020M06,Maribor,2.8 Danska,Prihodi turistov,15
2020M06,Maribor,2.8 Danska,Prenočitve turistov,15
2020M06,Maribor,2.9 Estonija,Prihodi turistov,18
2020M06,Maribor,2.9 Estonija,Prenočitve turistov,18
2020M06,Maribor,2.10 Finska,Prihodi turistov,4
2020M06,Maribor,2.10 Finska,Prenočitve turistov,34
2020M06,Maribor,2.11 Francija,Prihodi turistov,48
2020M06,Maribor,2.11 Francija,Prenočitve turistov,136
2020M06,Maribor,2.12 Grčija,Prihodi turistov,11
2020M06,Maribor,2.12 Grčija,Prenočitve turistov,58
2020M06,Maribor,2.13 Hrvaška,Prihodi turistov,268
2020M06,Maribor,2.13 Hrvaška,Prenočitve turistov,643
2020M06,Maribor,2.14 Irska,Prihodi turistov,2
2020M06,Maribor,2.14 Irska,Prenočitve turistov,3
2020M06,Maribor,2.15 Islandija,Prihodi turistov,
2020M06,Maribor,2.15 Islandija,Prenočitve turistov,
2020M06,Maribor,2.16 Italija,Prihodi turistov,171
2020M06,Maribor,2.16 Italija,Prenočitve turistov,409
2020M06,Maribor,2.17 Latvija,Prihodi turistov,5
2020M06,Maribor,2.17 Latvija,Prenočitve turistov,5
2020M06,Maribor,2.18 Litva,Prihodi turistov,26
2020M06,Maribor,2.18 Litva,Prenočitve turistov,26
2020M06,Maribor,2.19 Luksemburg,Prihodi turistov,6
2020M06,Maribor,2.19 Luksemburg,Prenočitve turistov,6
2020M06,Maribor,2.20 Madžarska,Prihodi turistov,190
2020M06,Maribor,2.20 Madžarska,Prenočitve turistov,330
2020M06,Maribor,2.21 Makedonija,Prihodi turistov,18
2020M06,Maribor,2.21 Makedonija,Prenočitve turistov,146
2020M06,Maribor,2.22 Malta,Prihodi turistov,
2020M06,Maribor,2.22 Malta,Prenočitve turistov,
2020M06,Maribor,2.23 Nemčija,Prihodi turistov,943
2020M06,Maribor,2.23 Nemčija,Prenočitve turistov,1473
2020M06,Maribor,2.24 Nizozemska,Prihodi turistov,45
2020M06,Maribor,2.24 Nizozemska,Prenočitve turistov,90
2020M06,Maribor,2.25 Norveška,Prihodi turistov,12
2020M06,Maribor,2.25 Norveška,Prenočitve turistov,12
2020M06,Maribor,2.26 Poljska,Prihodi turistov,119
2020M06,Maribor,2.26 Poljska,Prenočitve turistov,360
2020M06,Maribor,2.27 Portugalska,Prihodi turistov,2
2020M06,Maribor,2.27 Portugalska,Prenočitve turistov,122
2020M06,Maribor,2.28 Romunija,Prihodi turistov,253
2020M06,Maribor,2.28 Romunija,Prenočitve turistov,614
2020M06,Maribor,2.29 Ruska federacija,Prihodi turistov,34
2020M06,Maribor,2.29 Ruska federacija,Prenočitve turistov,110
2020M06,Maribor,2.30 Slovaška,Prihodi turistov,73
2020M06,Maribor,2.30 Slovaška,Prenočitve turistov,303
2020M06,Maribor,2.31 Srbija,Prihodi turistov,113
2020M06,Maribor,2.31 Srbija,Prenočitve turistov,250
2020M06,Maribor,2.32 Španija,Prihodi turistov,4
2020M06,Maribor,2.32 Španija,Prenočitve turistov,65
2020M06,Maribor,2.33 Švedska,Prihodi turistov,47
2020M06,Maribor,2.33 Švedska,Prenočitve turistov,53
2020M06,Maribor,2.34 Švica,Prihodi turistov,52
2020M06,Maribor,2.34 Švica,Prenočitve turistov,73
2020M06,Maribor,2.35 Turčija,Prihodi turistov,5
2020M06,Maribor,2.35 Turčija,Prenočitve turistov,725
2020M06,Maribor,2.36 Ukrajina,Prihodi turistov,23
2020M06,Maribor,2.36 Ukrajina,Prenočitve turistov,85
2020M06,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,22
2020M06,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,36
2020M06,Maribor,2.38 Druge evropske države,Prihodi turistov,53
2020M06,Maribor,2.38 Druge evropske države,Prenočitve turistov,284
2020M06,Maribor,2.39 Južna Afrika,Prihodi turistov,
2020M06,Maribor,2.39 Južna Afrika,Prenočitve turistov,
2020M06,Maribor,2.40 Druge afriške države,Prihodi turistov,3
2020M06,Maribor,2.40 Druge afriške države,Prenočitve turistov,213
2020M06,Maribor,2.41 Avstralija,Prihodi turistov,4
2020M06,Maribor,2.41 Avstralija,Prenočitve turistov,11
2020M06,Maribor,2.42 Nova Zelandija,Prihodi turistov,
2020M06,Maribor,2.42 Nova Zelandija,Prenočitve turistov,
2020M06,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2020M06,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2020M06,Maribor,2.44 Izrael,Prihodi turistov,6
2020M06,Maribor,2.44 Izrael,Prenočitve turistov,6
2020M06,Maribor,2.45 Japonska,Prihodi turistov,
2020M06,Maribor,2.45 Japonska,Prenočitve turistov,
2020M06,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,3
2020M06,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,3
2020M06,Maribor,2.47 Koreja (Republika),Prihodi turistov,
2020M06,Maribor,2.47 Koreja (Republika),Prenočitve turistov,
2020M06,Maribor,2.48 Druge azijske države,Prihodi turistov,18
2020M06,Maribor,2.48 Druge azijske države,Prenočitve turistov,84
2020M06,Maribor,2.49 Brazilija,Prihodi turistov,0
2020M06,Maribor,2.49 Brazilija,Prenočitve turistov,30
2020M06,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,7
2020M06,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,38
2020M06,Maribor,2.51 Kanada,Prihodi turistov,2
2020M06,Maribor,2.51 Kanada,Prenočitve turistov,3
2020M06,Maribor,2.52 Združene države (ZDA),Prihodi turistov,17
2020M06,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,20
2020M06,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2020M06,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2020M07,Maribor,0 Država - SKUPAJ,Prihodi turistov,11428
2020M07,Maribor,0 Država - SKUPAJ,Prenočitve turistov,20692
2020M07,Maribor,1 DOMAČI,Prihodi turistov,2683
2020M07,Maribor,1 DOMAČI,Prenočitve turistov,6680
2020M07,Maribor,2 TUJI,Prihodi turistov,8745
2020M07,Maribor,2 TUJI,Prenočitve turistov,14012
2020M07,Maribor,2.1 Avstrija,Prihodi turistov,691
2020M07,Maribor,2.1 Avstrija,Prenočitve turistov,1002
2020M07,Maribor,2.2 Belgija,Prihodi turistov,335
2020M07,Maribor,2.2 Belgija,Prenočitve turistov,480
2020M07,Maribor,2.3 Bolgarija,Prihodi turistov,43
2020M07,Maribor,2.3 Bolgarija,Prenočitve turistov,57
2020M07,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,240
2020M07,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,512
2020M07,Maribor,2.5 Ciper,Prihodi turistov,3
2020M07,Maribor,2.5 Ciper,Prenočitve turistov,4
2020M07,Maribor,2.6 Češka republika,Prihodi turistov,616
2020M07,Maribor,2.6 Češka republika,Prenočitve turistov,796
2020M07,Maribor,2.7 Črna gora,Prihodi turistov,52
2020M07,Maribor,2.7 Črna gora,Prenočitve turistov,118
2020M07,Maribor,2.8 Danska,Prihodi turistov,125
2020M07,Maribor,2.8 Danska,Prenočitve turistov,133
2020M07,Maribor,2.9 Estonija,Prihodi turistov,56
2020M07,Maribor,2.9 Estonija,Prenočitve turistov,56
2020M07,Maribor,2.10 Finska,Prihodi turistov,31
2020M07,Maribor,2.10 Finska,Prenočitve turistov,53
2020M07,Maribor,2.11 Francija,Prihodi turistov,132
2020M07,Maribor,2.11 Francija,Prenočitve turistov,231
2020M07,Maribor,2.12 Grčija,Prihodi turistov,18
2020M07,Maribor,2.12 Grčija,Prenočitve turistov,33
2020M07,Maribor,2.13 Hrvaška,Prihodi turistov,155
2020M07,Maribor,2.13 Hrvaška,Prenočitve turistov,513
2020M07,Maribor,2.14 Irska,Prihodi turistov,16
2020M07,Maribor,2.14 Irska,Prenočitve turistov,19
2020M07,Maribor,2.15 Islandija,Prihodi turistov,
2020M07,Maribor,2.15 Islandija,Prenočitve turistov,
2020M07,Maribor,2.16 Italija,Prihodi turistov,377
2020M07,Maribor,2.16 Italija,Prenočitve turistov,673
2020M07,Maribor,2.17 Latvija,Prihodi turistov,24
2020M07,Maribor,2.17 Latvija,Prenočitve turistov,26
2020M07,Maribor,2.18 Litva,Prihodi turistov,115
2020M07,Maribor,2.18 Litva,Prenočitve turistov,115
2020M07,Maribor,2.19 Luksemburg,Prihodi turistov,1
2020M07,Maribor,2.19 Luksemburg,Prenočitve turistov,1
2020M07,Maribor,2.20 Madžarska,Prihodi turistov,303
2020M07,Maribor,2.20 Madžarska,Prenočitve turistov,476
2020M07,Maribor,2.21 Makedonija,Prihodi turistov,38
2020M07,Maribor,2.21 Makedonija,Prenočitve turistov,164
2020M07,Maribor,2.22 Malta,Prihodi turistov,
2020M07,Maribor,2.22 Malta,Prenočitve turistov,
2020M07,Maribor,2.23 Nemčija,Prihodi turistov,2571
2020M07,Maribor,2.23 Nemčija,Prenočitve turistov,3836
2020M07,Maribor,2.24 Nizozemska,Prihodi turistov,580
2020M07,Maribor,2.24 Nizozemska,Prenočitve turistov,917
2020M07,Maribor,2.25 Norveška,Prihodi turistov,11
2020M07,Maribor,2.25 Norveška,Prenočitve turistov,14
2020M07,Maribor,2.26 Poljska,Prihodi turistov,941
2020M07,Maribor,2.26 Poljska,Prenočitve turistov,1121
2020M07,Maribor,2.27 Portugalska,Prihodi turistov,8
2020M07,Maribor,2.27 Portugalska,Prenočitve turistov,47
2020M07,Maribor,2.28 Romunija,Prihodi turistov,172
2020M07,Maribor,2.28 Romunija,Prenočitve turistov,429
2020M07,Maribor,2.29 Ruska federacija,Prihodi turistov,60
2020M07,Maribor,2.29 Ruska federacija,Prenočitve turistov,100
2020M07,Maribor,2.30 Slovaška,Prihodi turistov,253
2020M07,Maribor,2.30 Slovaška,Prenočitve turistov,370
2020M07,Maribor,2.31 Srbija,Prihodi turistov,115
2020M07,Maribor,2.31 Srbija,Prenočitve turistov,254
2020M07,Maribor,2.32 Španija,Prihodi turistov,63
2020M07,Maribor,2.32 Španija,Prenočitve turistov,95
2020M07,Maribor,2.33 Švedska,Prihodi turistov,79
2020M07,Maribor,2.33 Švedska,Prenočitve turistov,88
2020M07,Maribor,2.34 Švica,Prihodi turistov,199
2020M07,Maribor,2.34 Švica,Prenočitve turistov,395
2020M07,Maribor,2.35 Turčija,Prihodi turistov,14
2020M07,Maribor,2.35 Turčija,Prenočitve turistov,261
2020M07,Maribor,2.36 Ukrajina,Prihodi turistov,47
2020M07,Maribor,2.36 Ukrajina,Prenočitve turistov,69
2020M07,Maribor,2.37 Združeno kraljestvo,Prihodi turistov,61
2020M07,Maribor,2.37 Združeno kraljestvo,Prenočitve turistov,79
2020M07,Maribor,2.38 Druge evropske države,Prihodi turistov,65
2020M07,Maribor,2.38 Druge evropske države,Prenočitve turistov,168
2020M07,Maribor,2.39 Južna Afrika,Prihodi turistov,3
2020M07,Maribor,2.39 Južna Afrika,Prenočitve turistov,3
2020M07,Maribor,2.40 Druge afriške države,Prihodi turistov,8
2020M07,Maribor,2.40 Druge afriške države,Prenočitve turistov,72
2020M07,Maribor,2.41 Avstralija,Prihodi turistov,6
2020M07,Maribor,2.41 Avstralija,Prenočitve turistov,7
2020M07,Maribor,2.42 Nova Zelandija,Prihodi turistov,
2020M07,Maribor,2.42 Nova Zelandija,Prenočitve turistov,
2020M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prihodi turistov,
2020M07,Maribor,2.43 Druge države in ozemlja Oceanije,Prenočitve turistov,
2020M07,Maribor,2.44 Izrael,Prihodi turistov,1
2020M07,Maribor,2.44 Izrael,Prenočitve turistov,1
2020M07,Maribor,2.45 Japonska,Prihodi turistov,5
2020M07,Maribor,2.45 Japonska,Prenočitve turistov,9
2020M07,Maribor,2.46 Kitajska (Ljudska republika),Prihodi turistov,7
2020M07,Maribor,2.46 Kitajska (Ljudska republika),Prenočitve turistov,16
2020M07,Maribor,2.47 Koreja (Republika),Prihodi turistov,2
2020M07,Maribor,2.47 Koreja (Republika),Prenočitve turistov,2
2020M07,Maribor,2.48 Druge azijske države,Prihodi turistov,22
2020M07,Maribor,2.48 Druge azijske države,Prenočitve turistov,60
2020M07,Maribor,2.49 Brazilija,Prihodi turistov,10
2020M07,Maribor,2.49 Brazilija,Prenočitve turistov,26
2020M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prihodi turistov,21
2020M07,Maribor,2.50 Druge države Južne in Srednje Amerike,Prenočitve turistov,42
2020M07,Maribor,2.51 Kanada,Prihodi turistov,9
2020M07,Maribor,2.51 Kanada,Prenočitve turistov,9
2020M07,Maribor,2.52 Združene države (ZDA),Prihodi turistov,41
2020M07,Maribor,2.52 Združene države (ZDA),Prenočitve turistov,60
2020M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prihodi turistov,
2020M07,Maribor,2.53 Druge države in ozemlja Severne Amerike,Prenočitve turistov,
2020M08,Maribor,0 Država - SKUPAJ,Prihodi turistov,15313
2020M08,Maribor,0 Država - SKUPAJ,Prenočitve turistov,28749
2020M08,Maribor,1 DOMAČI,Prihodi turistov,5102
2020M08,Maribor,1 DOMAČI,Prenočitve turistov,11192
2020M08,Maribor,2 TUJI,Prihodi turistov,10211
2020M08,Maribor,2 TUJI,Prenočitve turistov,17557
2020M08,Maribor,2.1 Avstrija,Prihodi turistov,729
2020M08,Maribor,2.1 Avstrija,Prenočitve turistov,1150
2020M08,Maribor,2.2 Belgija,Prihodi turistov,161
2020M08,Maribor,2.2 Belgija,Prenočitve turistov,211
2020M08,Maribor,2.3 Bolgarija,Prihodi turistov,54
2020M08,Maribor,2.3 Bolgarija,Prenočitve turistov,92
2020M08,Maribor,2.4 Bosna in Hercegovina,Prihodi turistov,314
2020M08,Maribor,2.4 Bosna in Hercegovina,Prenočitve turistov,719
2020M08,Maribor,2.5 Ciper,Prihodi turistov,
2020M08,Maribor,2.5 Ciper,Prenočitve turistov,
2020M08,Maribor,2.6 Češka republika,Prihodi turistov,238
2020M08,Maribor,2.6 Češka republika,Prenočitve turistov,324
2020M08,Maribor,2.7 Črna gora,Prihodi turistov,26
2020M08,Maribor,2.7 Črna gora,Prenočitve turistov,134
2020M08,Maribor,2.8 Danska,Prihodi turistov,13
2020M08,Maribor,2.8 Danska,Prenočitve turistov,15
2020M08,Maribor,2.9 Estonija,Prihodi turistov,32
2020M08,Maribor,2.9 Estonija,Prenočitve turistov,95
2020M08,Maribor,2.10 Finska,Prihodi turistov,6
2020M08,Maribor,2.10 Finska,Prenočitve turistov,16
2020M08,Maribor,2.11 Francija,Prihodi turistov,282
2020M08,Maribor,2.11 Francija,Prenočitve turistov,400
